new_facility;name;region;unit_size;capacity;new_facility_order;amOrderValues_popTravelTime15min;amOrderComputed;amTravelTimeMax;amPopTravelTimeMax;amPopOrigTravelTimeMax;amCorrPopTime;amTravelTimeCatchment;amPopCatchmentTotal;amCapacityRealised;amCapacityResidual;amPopCatchmentDiff;amPopTotal;amPopTotalNotOnBarrier;amPopTotalOnBarrier;amPopResidualBefore;amPopResidualAfter;Segment;LONGITUDE2;LATITUDE3
FALSE;MERKEZ SALAR A.S.M.;AFYONKARAHISAR;2;5000;;2542;62;15;2542;2542;0.478;15;2542;2542;2458;0;673223;673052;171;344526;341984;Existing;30,586075;38,68578
FALSE;MERKEZ NURİBEY A.S.M.;AFYONKARAHISAR;1;2500;;1977;68;15;1977;1977;-0.176;15;1977;1977;523;0;673223;673052;171;331354;329376;Existing;30,618322;38,675191
FALSE;MERKEZ IŞIKLAR A.S.M.;AFYONKARAHISAR;3;7500;;7992;35;15;7992;7992;0.179;14;7638;7500;0;138;673223;673052;171;439887;432387;Existing;30,740533;38,669591
FALSE;SANDIKLI AKHARIM A.S.M.;AFYONKARAHISAR;1;2500;;1037;87;15;1037;1037;-0.675;14;1037;1037;1463;0;673223;673052;171;304102;303065;Existing;30,240639;38,639297
FALSE;SANDIKLI 2 NOLU A.S.M.;AFYONKARAHISAR;3;7500;;10784;25;15;3662;10784;0.194;15;3662;3662;3838;0;673223;673052;171;478809;475147;Existing;30,268741;38,474341
FALSE;SANDIKLI 1 NOLU A.S.M.;AFYONKARAHISAR;5;12500;;18145;18;15;6954;18145;0.918;15;6954;6954;5546;0;673223;673052;171;518461;511507;Existing;30,274244;38,462161
FALSE;SANDIKLI 4 NOLU A.S.M.;AFYONKARAHISAR;3;7500;;22314;16;15;22314;22314;0.683;7;8159;7500;0;659;673223;673052;171;533461;525961;Existing;30,270388;38,462028
FALSE;SANDIKLI 3 NOLU A.S.M.;AFYONKARAHISAR;3;7500;;18305;17;15;10805;18305;0.877;13;7769;7500;0;269;673223;673052;171;525961;518461;Existing;30,269733;38,455983
FALSE;SANDIKLI ÖRENKAYA A.S.M.;AFYONKARAHISAR;1;2500;;1036;88;15;1036;1036;-0.643;15;1036;1036;1464;0;673223;673052;171;303065;302030;Existing;30,158119;38,369708
FALSE;SİNANPAŞA DÜZAĞAÇ A.S.M.;AFYONKARAHISAR;1;2500;;3299;55;15;3299;3299;0.276;11;2593;2500;0;93;673223;673052;171;363476;360976;Existing;30,157383;38,796189
FALSE;SİNANPAŞA AKÖREN A.S.M.;AFYONKARAHISAR;2;5000;;3838;50;15;3838;3838;-0.249;15;3838;3838;1162;0;673223;673052;171;381994;378156;Existing;30,37028;38,774577
FALSE;SİNANPAŞA KÜÇÜKHÖYÜK A.S.M.;AFYONKARAHISAR;1;2500;;1187;81;15;1187;1187;-0.485;15;1187;1187;1313;0;673223;673052;171;310699;309512;Existing;30,29833;38,764719
FALSE;SİNANPAŞA MERKEZ A.S.M.;AFYONKARAHISAR;2;5000;;3766;51;15;3766;3766;-0.44;12;3766;3766;1234;0;673223;673052;171;378156;374390;Existing;30,245225;38,746797
FALSE;SİNANPAŞA KILIÇARSLAN A.S.M.;AFYONKARAHISAR;1;2500;;2796;61;15;2796;2796;0.088;13;2550;2500;0;50;673223;673052;171;347026;344526;Existing;30,34952405;38,73448791
FALSE;SİNANPAŞA TINAZTEPE A.S.M.;AFYONKARAHISAR;1;2500;;2188;64;15;2188;2188;-0.511;15;2188;2188;312;0;673223;673052;171;339667;337479;Existing;30,37838;38,732558
FALSE;SİNANPAŞA AHMETPAŞA A.S.M.;AFYONKARAHISAR;1;2500;;1823;72;15;1823;1823;0.865;15;1823;1823;677;0;673223;673052;171;323707;321884;Existing;30,30295841;38,73231693
FALSE;SULTANDAĞI YEŞİLÇİFTLİK A.S.M.;AFYONKARAHISAR;1;2500;;3081;58;15;2445;3081;-0.018;15;2445;2445;55;0;673223;673052;171;355308;352863;Existing;31,220349;38,541377
FALSE;SULTANDAĞI MERKEZ A.S.M.;AFYONKARAHISAR;5;12500;;6020;43;15;6020;6020;0.91;15;6020;6020;6480;0;673223;673052;171;410042;404022;Existing;31,238983;38,534766
FALSE;SULTANDAĞI DEREÇİNE A.S.M.;AFYONKARAHISAR;1;2500;;1909;70;15;1909;1909;-0.228;15;1909;1909;591;0;673223;673052;171;327463;325554;Existing;31,259658;38,489911
FALSE;ŞUHUT 1 NOLU A.S.M.;AFYONKARAHISAR;6;15000;;11651;22;15;11651;11651;0.613;15;11651;11651;3349;0;673223;673052;171;500460;488809;Existing;30,549511;38,53705
FALSE;ŞUHUT KARAADİLLİ A.S.M.;AFYONKARAHISAR;1;2500;;3176;56;15;3176;3176;-0.467;10;2616;2500;0;116;673223;673052;171;360976;358476;Existing;30,625049;38,309044
TRUE;AFYON YENI ASM 1;AFYONKARAHISAR;;15000;facility_1;;;15;15799;;0.698;15;15799;15000;0;799;673223;673052;171;288693;273693;Segment1;30,51821937;38,78501217
TRUE;AFYON YENI ASM 2;AFYONKARAHISAR;;12500;facility_2;;;15;12427;;0.444;15;12427;12427;73;0;673223;673052;171;273693;261267;Segment1;30,53670309;38,80967581
TRUE;AFYON YENI ASM 3;AFYONKARAHISAR;;10000;facility_3;;;15;8115;;-0.39;15;8115;8115;1885;0;673223;673052;171;261267;253151;Segment1;30,59719224;38,77629939
TRUE;AFYON YENI ASM 4;AFYONKARAHISAR;;15000;facility_4;;;15;13477;;0.377;15;13477;13477;1523;0;673223;673052;171;253151;239675;Segment2;30,56432001;38,78631578
TRUE;AFYON YENI ASM 5;AFYONKARAHISAR;;7500;facility_5;;;15;5391;;-0.108;15;5391;5391;2109;0;673223;673052;171;239675;234284;Segment2;30,51185496;38,7725926
TRUE;AFYON YENI ASM 6;AFYONKARAHISAR;;10000;facility_6;;;15;7965;;0.587;15;7965;7965;2035;0;673223;673052;171;234284;226319;Segment2;30,47804017;38,78711719
TRUE;AFYON YENI ASM 7;AFYONKARAHISAR;;5000;facility_7;;;15;4881;;-0.438;15;4881;4881;119;0;673223;673052;171;226319;221437;Segment2;30,57743478;38,77240269
TRUE;AFYON YENI ASM 8;AFYONKARAHISAR;;7500;facility_8;;;15;5522;;0.005;15;5522;5522;1978;0;673223;673052;171;221437;215915;Segment2;30,55290505;38,76504478
TRUE;AFYON YENI ASM 9;AFYONKARAHISAR;;7500;facility_9;;;15;5584;;0.134;15;5584;5584;1916;0;673223;673052;171;215915;210331;Segment2;30,58770619;38,74776615
TRUE;AFYON YENI ASM 10;AFYONKARAHISAR;;5000;facility_10;;;15;3419;;-0.593;15;3419;3419;1581;0;673223;673052;171;210331;206912;Segment2;30,26114674;38,4465438
TRUE;AFYON YENI ASM 11;AFYONKARAHISAR;;5000;facility_11;;;15;4699;;-0.392;15;4699;4699;301;0;673223;673052;171;206912;202213;Segment2;30,55455892;38,79832377
TRUE;AFYON YENI ASM 12;AFYONKARAHISAR;;5000;facility_12;;;15;2938;;-0.656;15;2938;2938;2062;0;673223;673052;171;202213;199275;Segment2;30,45858922;38,78949681
FALSE;AYDIN BOZDOĞAN YAZIKENT AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1902;87;15;1902;1902;-0.012;15;1902;1902;598;0;1117675;1111240;6434;571597;569694;Existing;28,385658;37,695791
FALSE;AYDIN BOZDOĞAN BOZDOĞAN AİLE SAĞLIĞI MERKEZİ;AYDIN;5;12500;;10644;55;15;10644;10644;0.047;15;10644;10644;1856;0;1117675;1111240;6434;693367;682723;Existing;28,311467;37,672169
FALSE;AYDIN BOZDOĞAN HAYDARDERE AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1442;95;15;1442;1442;0.706;15;1442;1442;1058;0;1117675;1111240;6434;558108;556666;Existing;28,406669;37,616653
FALSE;AYDIN ÇİNE ÇİNE 02 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;7;17500;;15192;44;15;10192;15192;0.966;15;10192;10192;7308;0;1117675;1111240;6434;740789;730597;Existing;28,060047;37,618677
FALSE;AYDIN ÇİNE 3 NOLU AİLE SAĞLIĞI MERKEZİ FAAL;AYDIN;2;5000;;17686;35;15;17686;17686;0.517;6;5235;5000;0;235;1117675;1111240;6434;813889;808889;Existing;28,061331;37,613611
FALSE;AYDIN ÇİNE ÇİNE 04 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;15128;46;15;4817;15128;0.379;15;4817;4817;5183;0;1117675;1111240;6434;725597;720780;Existing;28,06040482;37,60722149
FALSE;AYDIN ÇİNE AKÇAOVA ASM FAAL;AYDIN;2;5000;;3004;81;15;3004;3004;-0.394;15;3004;3004;1996;0;1117675;1111240;6434;586808;583804;Existing;28,023838;37,505389
FALSE;AYDIN DİDİM AKYENİKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1357;97;15;1357;1357;-0.606;15;1357;1357;1143;0;1117675;1111240;6434;555243;553886;Existing;27,304628;37,495508
FALSE;AYDIN DİDİM YALIKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;2678;82;15;2678;2678;0.027;15;2678;2500;0;178;1117675;1111240;6434;583804;581304;Existing;27,227058;37,412878
FALSE;AYDIN DİDİM AKBÜK AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;6610;65;15;6610;6610;0.694;15;6610;6610;3390;0;1117675;1111240;6434;641907;635297;Existing;27,438047;37,391739
FALSE;AYDIN DİDİM DİDİM 2 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;10;25000;;21777;28;15;21777;21777;0.845;15;21777;21777;3223;0;1117675;1111240;6434;904366;882590;Existing;27,26998;37,37881
FALSE;AYDIN DİDİM DİDİM 1 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;7;17500;;21029;29;15;9407;21029;0.795;15;9407;9407;8093;0;1117675;1111240;6434;882590;873182;Existing;27,260028;37,370824
FALSE;AYDIN DİDİM ALTINKUM AİLE SAĞLIĞI MERKEZİ;AYDIN;5;12500;;15716;42;15;14445;15716;0.111;12;12509;12500;0;9;1117675;1111240;6434;761369;748869;Existing;27,268144;37,354194
FALSE;AYDIN EFELER MERKEZ 02 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;5;12500;;42150;17;15;7873;42150;0.779;15;7873;7873;4627;0;1117675;1111240;6434;976383;968510;Existing;27,83323;37,854406
FALSE;AYDIN EFELER MERKEZ 11 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;50395;10;15;33069;50395;0.947;8;11068;10000;0;1068;1117675;1111240;6434;1043740;1033740;Existing;27,817741;37,853558
FALSE;AYDIN EFELER MERKEZ 12 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;3;7500;;53759;9;15;26156;53759;0.9;7;8450;7500;0;950;1117675;1111240;6434;1051240;1043740;Existing;27,830216;37,851672
FALSE;AYDIN EFELER MERKEZ 09 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;6;15000;;55956;5;15;51571;55956;0.955;8;18028;15000;0;3028;1117675;1111240;6434;1081240;1066240;Existing;27,82311;37,851372
FALSE;AYDIN EFELER UMURLU AİLE SAĞLIĞI MERKEZİ;AYDIN;6;15000;;8650;59;15;8650;8650;-0.302;15;8650;8650;6350;0;1117675;1111240;6434;668949;660299;Existing;27,96;37,850533
FALSE;AYDIN EFELER MERKEZ 19 NOLU AİLE SAĞLIĞI MERKEZ;AYDIN;2;5000;;48090;13;15;24587;48090;0.971;7;5889;5000;0;889;1117675;1111240;6434;1006240;1001240;Existing;27,814097;37,849783
FALSE;AYDIN EFELER MERKEZ 21 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;54106;7;15;31968;54106;0.806;5;5933;5000;0;933;1117675;1111240;6434;1061240;1056240;Existing;27,839069;37,848919
FALSE;AYDIN EFELER MERKEZ 06 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;22414;27;15;12872;22414;-0.161;4;2634;2500;0;134;1117675;1111240;6434;906866;904366;Existing;27,866783;37,847464
FALSE;AYDIN EFELER MERKEZ 22 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;47349;14;15;2357;47349;0.495;15;2357;2357;2643;0;1117675;1111240;6434;1001240;998883;Existing;27,848119;37,846975
FALSE;AYDIN EFELER MERKEZ 01 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;9;22500;;48653;12;15;23408;48653;0.964;15;23408;22500;0;908;1117675;1111240;6434;1028740;1006240;Existing;27,846366;37,846816
FALSE;AYDIN EFELER MERKEZ 07 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;3;7500;;58091;2;15;54143;58091;0.968;6;9587;7500;0;2087;1117675;1111240;6434;1106240;1098740;Existing;27,840797;37,844769
FALSE;AYDIN EFELER MERKEZ 13 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;59192;1;15;59192;59192;0.991;5;7376;5000;0;2376;1117675;1111240;6434;1111240;1106240;Existing;27,829477;37,844308
FALSE;AYDIN EFELER MERKEZ 20 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;53949;8;15;33040;53949;0.961;9;6261;5000;0;1261;1117675;1111240;6434;1056240;1051240;Existing;27,844847;37,844102
FALSE;AYDIN EFELER MERKEZ 14 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;3;7500;;57096;3;15;46840;57096;0.951;8;9609;7500;0;2109;1117675;1111240;6434;1098740;1091240;Existing;27,84188;37,843664
FALSE;AYDIN EFELER MERKEZ 05 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;45166;16;15;18938;45166;0.462;9;10404;10000;0;404;1117675;1111240;6434;986383;976383;Existing;27,823794;37,842266
FALSE;AYDIN EFELER KARDEŞKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1337;98;15;1337;1337;0.676;15;1337;1337;1163;0;1117675;1111240;6434;553886;552550;Existing;27,769799;37,841808
FALSE;AYDIN EFELER KUYULU AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;4504;72;15;4504;4504;0.895;13;2946;2500;0;446;1117675;1111240;6434;614770;612270;Existing;27,793644;37,83943
FALSE;AYDIN EFELER MERKEZ 04 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;40111;19;15;19663;40111;0.907;10;11025;10000;0;1025;1117675;1111240;6434;961010;951010;Existing;27,855183;37,837511
FALSE;AYDIN EFELER MERKEZ 18 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;3;7500;;39314;20;15;10620;39314;0.722;12;8226;7500;0;726;1117675;1111240;6434;951010;943510;Existing;27,850775;37,832897
FALSE;AYDIN EFELER MERKEZ 03 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;5;12500;;46112;15;15;38445;46112;0.924;8;12803;12500;0;303;1117675;1111240;6434;998883;986383;Existing;27,835008;37,832652
FALSE;AYDIN EFELER MERKEZ 08 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;3;7500;;41208;18;15;25380;41208;0.943;10;8864;7500;0;1364;1117675;1111240;6434;968510;961010;Existing;27,836269;37,829927
FALSE;AYDIN EFELER MERKEZ 15 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;26857;24;15;4844;26857;0.866;15;4844;4844;156;0;1117675;1111240;6434;929210;924366;Existing;27,82803;37,829127
FALSE;AYDIN EFELER MERKEZ 23 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;33419;21;15;12660;33419;0.966;11;6018;5000;0;1018;1117675;1111240;6434;943510;938510;Existing;27,83208;37,828347
FALSE;AYDIN EFELER TEPECİK AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;6494;66;15;4885;6494;0.697;9;2619;2500;0;119;1117675;1111240;6434;635297;632797;Existing;27,868719;37,825724
FALSE;AYDIN EFELER ÇEŞTEPE AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;15162;45;15;7474;15162;0.946;13;5316;5000;0;316;1117675;1111240;6434;730597;725597;Existing;27,854669;37,822755
FALSE;AYDIN EFELER OVAEYMİR AİLE SAĞLIĞI MERKEZİ;AYDIN;2;5000;;25027;25;15;11812;25027;0.923;9;5700;5000;0;700;1117675;1111240;6434;924366;919366;Existing;27,833572;37,819622
FALSE;AYDIN EFELER DALAMA AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;3162;79;15;3162;3162;-0.12;10;2590;2500;0;90;1117675;1111240;6434;592442;589942;Existing;28,073427;37,790819
FALSE;AYDIN EFELER BALTAKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1289;101;15;1289;1289;-0.596;15;1289;1289;1211;0;1117675;1111240;6434;550559;549270;Existing;27,885652;37,779516
FALSE;AYDIN GERMENCİK ORTAKLAR AİLE SAĞLIĞI MERKEZİ;AYDIN;6;15000;;7117;63;15;7117;7117;0.098;15;7117;7117;7883;0;1117675;1111240;6434;650011;642894;Existing;27,5058;37,889116
FALSE;AYDIN GERMENCİK GERMENCİK 01 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;5;12500;;8665;58;15;8665;8665;0.025;15;8665;8665;3835;0;1117675;1111240;6434;677614;668949;Existing;27,599397;37,86993
FALSE;AYDIN İNCİRLİOVA ERBEYLİ AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1543;92;15;1543;1543;-0.154;15;1543;1543;957;0;1117675;1111240;6434;562616;561072;Existing;27,677408;37,865269
FALSE;AYDIN İNCİRLİOVA İNCİRLİOVA 02 NOLU AİLE SAĞLIĞI MERKEZİ;AYDIN;7;17500;;17605;36;15;17605;17605;0.412;15;17605;17500;0;105;1117675;1111240;6434;808889;791389;Existing;27,727627;37,8498
FALSE;AYDIN KARACASU YENİCE AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1471;94;15;1471;1471;-0.387;15;1471;1471;1029;0;1117675;1111240;6434;559579;558108;Existing;28,572374;37,828105
FALSE;AYDIN KARACASU KARACASU AİLE SAĞLIĞI MERKEZİ;AYDIN;4;10000;;6118;69;15;6118;6118;0.009;15;6118;6118;3882;0;1117675;1111240;6434;627734;621616;Existing;28,606197;37,731355
FALSE;AYDIN KOÇARLI YENİKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1308;100;15;1088;1308;-0.534;15;1088;1088;1412;0;1117675;1111240;6434;551647;550559;Existing;27,596447;37,766666
FALSE;AYDIN KOÇARLI BIYIKLI AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1794;89;15;1794;1794;-0.294;15;1794;1794;706;0;1117675;1111240;6434;567813;566020;Existing;27,584327;37,758339
FALSE;AYDIN KÖŞK AKÇAKÖY AİLE SAĞLIĞI MERKEZİ;AYDIN;1;2500;;1124;105;15;1124;1124;0.325;15;1124;1124;1376;0;1117675;1111240;6434;545687;544563;Existing;28,023197;37,966614
